https://en.wikipedia.org/wiki/Tsukimi,https://en.wikipedia.org/wiki/Tsukimi,Tsukimi,Tsukimi
https://en.wikipedia.org/wiki/Chuseok,https://en.wikipedia.org/wiki/Chuseok,Chuseok,Chuseok
https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival-beijing.jpg,https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival-beijing.jpg,null,null
https://en.wikipedia.org/wiki/Beijing,https://en.wikipedia.org/wiki/Beijing,Beijing,Beijing
https://en.wikipedia.org/wiki/China,https://en.wikipedia.org/wiki/China,null,China
https://en.wikipedia.org/wiki/Taiwan,https://en.wikipedia.org/wiki/Taiwan,Taiwan,Taiwan
https://en.wikipedia.org/wiki/Malaysia,https://en.wikipedia.org/wiki/Malaysia,Malaysia,Malaysia
https://en.wikipedia.org/wiki/Singapore,https://en.wikipedia.org/wiki/Singapore,Singapore,Singapore
https://en.wikipedia.org/wiki/Hong_Kong,https://en.wikipedia.org/wiki/Hong_Kong,null,Hong Kong
https://en.wikipedia.org/wiki/Macau,https://en.wikipedia.org/wiki/Macau,Macau,Macau
https://en.wikipedia.org/wiki/Vietnam,https://en.wikipedia.org/wiki/Vietnam,null,Vietnam
https://en.wikipedia.org/wiki/Mooncake,https://en.wikipedia.org/wiki/Mooncake,Mooncake,Mooncake
https://en.wikipedia.org/wiki/Cassia_wine,https://en.wikipedia.org/wiki/Cassia_wine,cassia wine,Cassia wine
https://en.wikipedia.org/wiki/Lunar_month,https://en.wikipedia.org/wiki/Lunar_month,lunar month,Lunar month
https://en.wikipedia.org/wiki/Uposatha,https://en.wikipedia.org/wiki/Uposatha,Uposatha,Uposatha
https://en.wikipedia.org/wiki/Ashvini,https://en.wikipedia.org/wiki/Ashvini,Ashvini,Ashvini
https://en.wikipedia.org/wiki/K%E1%B9%9Bttik%C4%81,https://en.wikipedia.org/wiki/K%E1%B9%9Bttik%C4%81,Kṛttikā,Kṛttikā
https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival_(Chinese_characters).svg,https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival_(Chinese_characters).svg,null,null
https://en.wikipedia.org/wiki/Traditional_Chinese_characters,https://en.wikipedia.org/wiki/Traditional_Chinese_characters,traditional Chinese,Traditional Chinese characters
https://en.wikipedia.org/wiki/Simplified_Chinese_characters,https://en.wikipedia.org/wiki/Simplified_Chinese_characters,simplified Chinese,Simplified Chinese characters
https://en.wikipedia.org/wiki/Standard_Chinese,https://en.wikipedia.org/wiki/Standard_Chinese,Standard Mandarin,Standard Chinese
https://en.wikipedia.org/wiki/Hanyu_Pinyin,https://en.wikipedia.org/wiki/Hanyu_Pinyin,Hanyu Pinyin,Hanyu Pinyin
https://en.wikipedia.org/wiki/Wade%E2%80%93Giles,https://en.wikipedia.org/wiki/Wade%E2%80%93Giles,Wade–Giles,Wade–Giles
https://en.wikipedia.org/wiki/Help:IPA/Mandarin,https://en.wikipedia.org/wiki/Help:IPA/Mandarin,[ʈʂʊ́ŋ.tɕʰjóu tɕjě],Help:IPA/Mandarin
https://en.wikipedia.org/wiki/Wu_Chinese,https://en.wikipedia.org/wiki/Wu_Chinese,Wu,Wu Chinese
https://en.wikipedia.org/wiki/Suzhounese,https://en.wikipedia.org/wiki/Suzhounese,Suzhounese,Suzhounese
https://en.wikipedia.org/wiki/Hakka_Chinese,https://en.wikipedia.org/wiki/Hakka_Chinese,Hakka,Hakka Chinese
https://en.wikipedia.org/wiki/Guangdong_Romanization#Hakka,https://en.wikipedia.org/wiki/Guangdong_Romanization#Hakka,Romanization,Guangdong Romanization
https://en.wikipedia.org/wiki/Cantonese,https://en.wikipedia.org/wiki/Cantonese,Cantonese,Cantonese
https://en.wikipedia.org/wiki/Yale_romanization_of_Cantonese,https://en.wikipedia.org/wiki/Yale_romanization_of_Cantonese,Yale Romanization,Yale romanization of Cantonese
https://en.wikipedia.org/wiki/Help:IPA/Cantonese,https://en.wikipedia.org/wiki/Help:IPA/Cantonese,[tsóŋ.tsʰɐ́u tsīːt̚],Help:IPA/Cantonese
https://en.wikipedia.org/wiki/Jyutping,https://en.wikipedia.org/wiki/Jyutping,Jyutping,Jyutping
https://en.wikipedia.org/wiki/Min_Chinese,https://en.wikipedia.org/wiki/Min_Chinese,Min Chinese,Min Chinese
https://en.wiktionary.org/wiki/%E5%85%AB%E6%9C%88%E7%AF%80,https://en.wiktionary.org/wiki/%E5%85%AB%E6%9C%88%E7%AF%80,八月節,wikt:八月節
https://en.wikipedia.org/wiki/Southern_Min,https://en.wikipedia.org/wiki/Southern_Min,Southern Min,Southern Min
https://en.wikipedia.org/wiki/Hokkien,https://en.wikipedia.org/wiki/Hokkien,Hokkien,Hokkien
https://en.wikipedia.org/wiki/Pe%CC%8Dh-%C5%8De-j%C4%AB,https://en.wikipedia.org/wiki/Pe%CC%8Dh-%C5%8De-j%C4%AB,POJ,Pe̍h-ōe-jī
https://en.wikipedia.org/wiki/Eastern_Min,https://en.wikipedia.org/wiki/Eastern_Min,Eastern Min,Eastern Min
https://en.wikipedia.org/wiki/Fuzhou_dialect,https://en.wikipedia.org/wiki/Fuzhou_dialect,Fuzhou,Fuzhou dialect
https://en.wikipedia.org/wiki/Foochow_Romanized,https://en.wikipedia.org/wiki/Foochow_Romanized,BUC,Foochow Romanized
https://en.wikipedia.org/wiki/Vietnamese_language,https://en.wikipedia.org/wiki/Vietnamese_language,Vietnamese,Vietnamese language
https://en.wiktionary.org/wiki/T%E1%BA%BFt_Trung_Thu,https://en.wiktionary.org/wiki/T%E1%BA%BFt_Trung_Thu,Tết Trung Thu,wikt:Tết Trung Thu
https://en.wikipedia.org/wiki/Ch%E1%BB%AF_N%C3%B4m,https://en.wikipedia.org/wiki/Ch%E1%BB%AF_N%C3%B4m,Chữ Nôm,Chữ Nôm
https://en.wiktionary.org/wiki/%E7%AF%80,https://en.wiktionary.org/wiki/%E7%AF%80,節,wikt:節
https://en.wiktionary.org/wiki/%E4%B8%AD,https://en.wiktionary.org/wiki/%E4%B8%AD,中,wikt:中
https://en.wiktionary.org/wiki/%E7%A7%8B,https://en.wiktionary.org/wiki/%E7%A7%8B,秋,wikt:秋
https://en.wikipedia.org/wiki/Harvest_festival,https://en.wikipedia.org/wiki/Harvest_festival,harvest festival,Harvest festival
https://en.wikipedia.org/wiki/Chinese_people,https://en.wikipedia.org/wiki/Chinese_people,Chinese,Chinese people
https://en.wikipedia.org/wiki/Vietnamese_people,https://en.wikipedia.org/wiki/Vietnamese_people,Vietnamese,Vietnamese people
https://en.wikipedia.org/wiki/Lunar_calendar,https://en.wikipedia.org/wiki/Lunar_calendar,lunar calendar,Lunar calendar
https://en.wikipedia.org/wiki/Full_moon,https://en.wikipedia.org/wiki/Full_moon,full moon,Full moon
https://en.wikipedia.org/wiki/Gregorian_calendar,https://en.wikipedia.org/wiki/Gregorian_calendar,Gregorian calendar,Gregorian calendar
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=1,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=1,edit,Edit section: Alternative names
https://en.wikipedia.org/wiki/Mandarin_Chinese,https://en.wikipedia.org/wiki/Mandarin_Chinese,Mandarin Chinese,Mandarin Chinese
https://en.wikipedia.org/wiki/Lantern_Festival,https://en.wikipedia.org/wiki/Lantern_Festival,Lantern Festival,Lantern Festival
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=2,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=2,edit,Edit section: Meanings of the festival
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=3,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=3,edit,Edit section: Origins and development
https://en.wikipedia.org/wiki/Shang_dynasty,https://en.wikipedia.org/wiki/Shang_dynasty,Shang dynasty,Shang dynasty
https://en.wikipedia.org/wiki/Hakka_people,https://en.wikipedia.org/wiki/Hakka_people,Hakka people,Hakka people
https://en.wikipedia.org/wiki/Baiyue,https://en.wikipedia.org/wiki/Baiyue,Baiyue,Baiyue
https://en.wikipedia.org/wiki/Tang_dynasty,https://en.wikipedia.org/wiki/Tang_dynasty,Tang dynasty,Tang dynasty
https://en.wikipedia.org/wiki/Emperor_Xuanzong_of_Tang,https://en.wikipedia.org/wiki/Emperor_Xuanzong_of_Tang,Emperor Xuanzong of Tang,Emperor Xuanzong of Tang
https://en.wikipedia.org/wiki/Rites_of_Zhou,https://en.wikipedia.org/wiki/Rites_of_Zhou,Rites of Zhou,Rites of Zhou
https://en.wikipedia.org/wiki/Western_Zhou_dynasty,https://en.wikipedia.org/wiki/Western_Zhou_dynasty,Western Zhou dynasty,Western Zhou dynasty
https://en.wikipedia.org/wiki/Empress_Dowager_Cixi,https://en.wikipedia.org/wiki/Empress_Dowager_Cixi,Empress Dowager Cixi,Empress Dowager Cixi
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=4,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=4,edit,Edit section: Moon worship
https://en.wikipedia.org/wiki/File:Chang%27e_flies_to_the_moon_-_Project_Gutenberg_eText_15250.jpg,https://en.wikipedia.org/wiki/File:Chang%27e_flies_to_the_moon_-_Project_Gutenberg_eText_15250.jpg,null,null
https://en.wikipedia.org/wiki/Houyi,https://en.wikipedia.org/wiki/Houyi,Hou Yi,Houyi
https://en.wikipedia.org/wiki/Menstruation,https://en.wikipedia.org/wiki/Menstruation,menstruation,Menstruation
https://en.wikipedia.org/wiki/Zhuang_people,https://en.wikipedia.org/wiki/Zhuang_people,Zhuang people,Zhuang people
https://en.wikipedia.org/wiki/Chang%27e,https://en.wikipedia.org/wiki/Chang%27e,Chang'e,Chang'e
https://en.wikipedia.org/w/index.php?title=Peng_Meng&action=edit&redlink=1,https://en.wikipedia.org/w/index.php?title=Peng_Meng&action=edit&redlink=1,Peng Meng,Peng Meng (page does not exist)
https://en.wikipedia.org/wiki/Xiwangmu,https://en.wikipedia.org/wiki/Xiwangmu,Xiwangmu,Xiwangmu
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=5,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=5,edit,Edit section: Modern celebration
https://en.wikipedia.org/wiki/Incense,https://en.wikipedia.org/wiki/Incense,incense,Incense
https://en.wikipedia.org/wiki/Dragon_dance,https://en.wikipedia.org/wiki/Dragon_dance,dragon,Dragon dance
https://en.wikipedia.org/wiki/Lion_dance,https://en.wikipedia.org/wiki/Lion_dance,lion dances,Lion dance
https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=6,https://en.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&action=edit&section=6,edit,Edit section: Lanterns
https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival,_Chinatown_32,_102006.JPG,https://en.wikipedia.org/wiki/File:Mid-Autumn_Festival,_Chinatown_32,_102006.JPG,null,null
https://en.wikipedia.org/wiki/File:HK_SYP_Queen%27s_Road_West_Mid-Autumn_Festival_Lanterns_01_Shop.JPG,https://en.wikipedia.org/wiki/File:HK_SYP_Queen%27s_Road_West_Mid-Autumn_Festival_Lanterns_01_Shop.JPG,null,null
